metric_candidate_id,source_evidence_id,source_name,source_type,entity_type,entity_id,segment_id,company_id,stock_code,metric_name,metric_category,period,period_type,value,unit,currency,original_value_text,original_unit_text,table_id,page_no_or_section,calculation_method,is_estimate,is_reported,confidence,review_status,promote_to_metric_id,created_at,notes
metric_income_002837_20251231_total_revenue_a5f88b86,ev_structured_financial_data_002837_20260701_1b506c,tushare,structured_financial_data,company,cn_002837_invic,,cn_002837_invic,002837,total_revenue,income,20251231,unknown,3520000000,CNY,,3520000000,CNY,tushare_income,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:32Z,Metric-only candidate generated from structured snapshot; api_params_hash=1b506c247e3aa357af31eafab227d5ae2ede305cb7ccfce031b46b914918b5be; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260624_open_ee8b467a,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,open,query_history_k_data_plus,20260624,unknown,30.90,CNY,,30.90,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260624_high_3ffe3ade,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,high,query_history_k_data_plus,20260624,unknown,31.30,CNY,,31.30,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260624_low_9c46061e,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,low,query_history_k_data_plus,20260624,unknown,30.50,CNY,,30.50,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260624_close_e785ed32,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,query_history_k_data_plus,20260624,unknown,31.00,CNY,,31.00,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260624_volume_2bb3af78,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,volume,query_history_k_data_plus,20260624,unknown,13600000,CNY,,13600000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260624_amount_ac30622e,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,amount,query_history_k_data_plus,20260624,unknown,421600000,CNY,,421600000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260625_date_72d94158,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,date,query_history_k_data_plus,20260625,unknown,20260625,CNY,,20260625,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260625_open_94efeb72,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,open,query_history_k_data_plus,20260625,unknown,31.00,CNY,,31.00,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260625_high_174e689c,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,high,query_history_k_data_plus,20260625,unknown,31.80,CNY,,31.80,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260625_low_035b43e4,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,low,query_history_k_data_plus,20260625,unknown,30.80,CNY,,30.80,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260625_close_fbd4be1e,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,query_history_k_data_plus,20260625,unknown,31.50,CNY,,31.50,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260625_volume_d783a1e7,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,volume,query_history_k_data_plus,20260625,unknown,15000000,CNY,,15000000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260625_amount_0a9704d0,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,amount,query_history_k_data_plus,20260625,unknown,472500000,CNY,,472500000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260626_date_209e53f4,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,date,query_history_k_data_plus,20260626,unknown,20260626,CNY,,20260626,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260626_open_de3b4cb3,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,open,query_history_k_data_plus,20260626,unknown,31.50,CNY,,31.50,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260626_high_311f5e97,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,high,query_history_k_data_plus,20260626,unknown,32.00,CNY,,32.00,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260626_low_f01a69b3,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,low,query_history_k_data_plus,20260626,unknown,31.10,CNY,,31.10,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260626_close_1d1ddd87,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,query_history_k_data_plus,20260626,unknown,31.70,CNY,,31.70,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260626_volume_af1c2554,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,volume,query_history_k_data_plus,20260626,unknown,15800000,CNY,,15800000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260626_amount_2b3b9899,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,amount,query_history_k_data_plus,20260626,unknown,500860000,CNY,,500860000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260629_date_ebc22d9a,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,date,query_history_k_data_plus,20260629,unknown,20260629,CNY,,20260629,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260629_open_d3294b6e,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,open,query_history_k_data_plus,20260629,unknown,31.70,CNY,,31.70,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260629_high_ebd003fa,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,high,query_history_k_data_plus,20260629,unknown,32.40,CNY,,32.40,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260629_low_ea7d9ea3,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,low,query_history_k_data_plus,20260629,unknown,31.50,CNY,,31.50,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260629_close_fa41e0e5,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,query_history_k_data_plus,20260629,unknown,32.10,CNY,,32.10,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260629_volume_425db6d3,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,volume,query_history_k_data_plus,20260629,unknown,16600000,CNY,,16600000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260629_amount_455f0aee,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,amount,query_history_k_data_plus,20260629,unknown,532860000,CNY,,532860000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260630_date_e3360895,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,date,query_history_k_data_plus,20260630,unknown,20260630,CNY,,20260630,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260630_open_85710013,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,open,query_history_k_data_plus,20260630,unknown,32.10,CNY,,32.10,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260630_high_e2f00f90,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,high,query_history_k_data_plus,20260630,unknown,32.70,CNY,,32.70,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260630_low_8aff2b04,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,low,query_history_k_data_plus,20260630,unknown,31.90,CNY,,31.90,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260630_close_f795ab98,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,query_history_k_data_plus,20260630,unknown,32.30,CNY,,32.30,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260630_volume_426e5f63,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,volume,query_history_k_data_plus,20260630,unknown,17400000,CNY,,17400000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260630_amount_117fde79,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,amount,query_history_k_data_plus,20260630,unknown,562020000,CNY,,562020000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260701_date_c08cb9fa,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,date,query_history_k_data_plus,20260701,unknown,20260701,CNY,,20260701,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260701_open_581e3fb7,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,open,query_history_k_data_plus,20260701,unknown,32.30,CNY,,32.30,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260701_high_b4422cd7,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,high,query_history_k_data_plus,20260701,unknown,33.00,CNY,,33.00,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260701_low_f3498543,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,low,query_history_k_data_plus,20260701,unknown,32.00,CNY,,32.00,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260701_close_c3cf895d,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,close,query_history_k_data_plus,20260701,unknown,32.50,CNY,,32.50,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260701_volume_dd7a3c18,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,volume,query_history_k_data_plus,20260701,unknown,18500000,CNY,,18500000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
metric_query_history_k_data_plus_002837_20260701_amount_74aa0adf,ev_structured_market_data_002837_20260701_eaca20,baostock,structured_market_data,company,cn_002837_invic,,cn_002837_invic,002837,amount,query_history_k_data_plus,20260701,unknown,601250000,CNY,,601250000,CNY,baostock_query_history_k_data_plus,,raw_adapter_snapshot_no_recalculation,false,true,medium,draft,,2026-07-03T06:15:54Z,Metric-only candidate generated from structured snapshot; api_params_hash=eaca203575496e27053c01faecfb5abe15207aa97c2fe9be3d903d38c0c65356; not business exposure evidence.
